_id,datetime,open,high,low,close
,2024-01-01 14:16:00,1100.35,1100.65,1100.15,1100.65
,2024-01-01 14:39:00,1100.4,1100.5,1099.95,1100.05
,2024-01-01 15:02:00,1098.85,1100.0,1098.5,1099.0
,2024-01-01 10:02:00,1100.15,1100.45,1100.0,1100.05
,2024-01-01 10:52:00,1102.05,1102.2,1102.0,1102.0
,2024-01-01 11:29:00,1102.95,1103.2,1102.55,1103.05
,2024-01-01 11:42:00,1103.6,1103.65,1103.0,1103.6
,2024-01-01 12:27:00,1101.05,1101.2,1100.55,1101.1
,2024-01-01 12:59:00,1100.0,1100.0,1099.7,1099.95
,2024-01-01 13:33:00,1099.65,1099.9,1099.4,1099.6
,2024-01-01 14:00:00,1099.8,1100.5,1099.75,1100.45
,2024-01-01 14:20:00,1100.2,1101.0,1100.15,1100.9
,2024-01-01 14:59:00,1100.65,1100.7,1099.85,1100.35
,2024-01-01 10:33:00,1101.5,1102.3,1101.45,1102.3
,2024-01-01 10:34:00,1102.3,1103.0,1102.3,1102.6
,2024-01-01 10:49:00,1101.9,1102.3,1101.55,1102.0
,2024-01-01 11:09:00,1102.65,1103.3,1102.35,1103.0
,2024-01-01 11:14:00,1102.5,1102.75,1102.0,1102.0
,2024-01-01 11:15:00,1102.0,1102.5,1102.0,1102.35
,2024-01-01 11:36:00,1102.95,1102.95,1102.05,1102.3
,2024-01-01 11:37:00,1102.4,1103.1,1102.05,1103.1
,2024-01-01 12:00:00,1102.55,1102.55,1102.0,1102.0
,2024-01-01 12:02:00,1102.25,1102.45,1102.0,1102.1
,2024-01-01 12:14:00,1102.65,1102.65,1101.9,1102.2
,2024-01-01 12:43:00,1100.1,1100.85,1099.8,1100.0
,2024-01-01 13:02:00,1100.3,1100.65,1099.8,1100.2
,2024-01-01 13:59:00,1100.05,1100.2,1099.75,1099.8
,2024-01-01 15:00:00,1100.35,1101.0,1099.75,1101.0
,2024-01-01 09:31:00,1097.8,1097.8,1097.1,1097.4
,2024-01-01 10:14:00,1100.85,1101.0,1100.45,1100.95
,2024-01-01 11:38:00,1103.0,1103.5,1103.0,1103.2
,2024-01-01 12:22:00,1101.1,1101.25,1100.7,1101.15
,2024-01-01 13:00:00,1099.9,1100.35,1099.75,1100.15
,2024-01-01 13:55:00,1099.85,1099.9,1098.95,1099.25
,2024-01-01 14:22:00,1101.0,1101.75,1101.0,1101.75
,2024-01-01 15:25:00,1095.2,1095.6,1095.0,1095.05
,2024-01-01 09:33:00,1097.9,1098.45,1097.7,1098.0
,2024-01-01 09:48:00,1098.8,1099.0,1098.5,1098.8
,2024-01-01 09:56:00,1100.05,1100.6,1100.0,1100.6
,2024-01-01 10:03:00,1100.45,1100.5,1100.05,1100.05
,2024-01-01 10:22:00,1101.1,1101.15,1100.6,1100.9
,2024-01-01 10:27:00,1100.1,1100.9,1100.1,1100.6
,2024-01-01 10:30:00,1100.9,1101.0,1100.15,1100.25
,2024-01-01 10:44:00,1102.6,1103.25,1102.15,1102.25
,2024-01-01 11:12:00,1102.6,1103.6,1102.6,1103.4
,2024-01-01 12:17:00,1100.95,1101.0,1100.55,1100.8
,2024-01-01 12:42:00,1100.05,1100.1,1100.0,1100.05
,2024-01-01 12:47:00,1100.2,1100.55,1099.7,1100.0
,2024-01-01 13:09:00,1099.9,1100.0,1099.25,1099.8
,2024-01-01 13:12:00,1099.65,1099.9,1099.35,1099.85
,2024-01-01 13:14:00,1099.65,1099.9,1099.25,1099.8
,2024-01-01 13:26:00,1099.9,1100.0,1099.45,1099.7
,2024-01-01 13:48:00,1099.95,1100.0,1099.4,1099.55
,2024-01-01 14:09:00,1100.0,1100.25,1099.25,1099.55
,2024-01-01 14:40:00,1100.2,1100.5,1100.0,1100.0
,2024-01-01 14:57:00,1100.25,1100.65,1099.65,1100.35
,2024-01-01 15:20:00,1097.9,1098.15,1096.4,1096.45
,2024-01-01 15:28:00,1095.0,1095.8,1094.45,1095.5
,2024-01-01 09:18:00,1096.15,1096.9,1095.5,1095.95
,2024-01-01 09:40:00,1099.0,1100.55,1099.0,1099.7
,2024-01-01 10:05:00,1100.4,1100.7,1099.9,1100.35
,2024-01-01 10:28:00,1100.6,1101.1,1100.4,1100.85
,2024-01-01 10:41:00,1103.0,1103.25,1102.6,1103.1
,2024-01-01 11:10:00,1102.75,1103.1,1102.5,1103.1
,2024-01-01 11:30:00,1103.05,1103.45,1102.7,1103.25
,2024-01-01 13:13:00,1099.45,1100.0,1099.45,1099.65
,2024-01-01 13:38:00,1099.9,1100.8,1099.9,1100.4
,2024-01-01 14:26:00,1102.15,1102.3,1101.35,1101.9
,2024-01-01 14:58:00,1100.35,1101.0,1099.85,1100.8
,2024-01-01 15:03:00,1099.05,1099.95,1097.4,1099.9
